Date,Open,High,Low,Close,Adj Close,Volume
2019-11-04,2207.000000,2229.199951,2180.899902,2193.949951,2125.680176,2646411
2019-11-05,2197.000000,2211.000000,2169.000000,2201.850098,2133.334229,2693475
2019-11-06,2200.000000,2210.800049,2179.000000,2188.500000,2120.399658,2540719
2019-11-07,2204.500000,2204.500000,2175.199951,2185.350098,2117.348145,1915598
2019-11-08,2189.600098,2189.600098,2124.000000,2129.949951,2063.671387,2788759
2019-11-11,2135.000000,2139.000000,2091.000000,2100.949951,2035.573853,2983768
2019-11-13,2118.000000,2183.800049,2118.000000,2178.600098,2110.808350,3823365
2019-11-14,2187.500000,2200.000000,2146.699951,2196.800049,2128.441650,2995915
2019-11-15,2196.000000,2211.500000,2168.750000,2174.449951,2106.786621,2724180
2019-11-18,2178.399902,2187.750000,2148.750000,2152.600098,2085.616699,1611089
2019-11-19,2153.000000,2154.649902,2105.000000,2108.800049,2043.179688,2975313
2019-11-20,2121.949951,2135.000000,2094.500000,2108.550049,2042.937500,2894129
2019-11-21,2112.000000,2126.600098,2107.399902,2118.100098,2052.190186,2052574
2019-11-22,2097.000000,2107.000000,2060.500000,2071.699951,2007.234253,3742049
2019-11-25,2074.550049,2084.949951,2052.199951,2081.500000,2016.729492,2737010
2019-11-26,2089.850098,2097.899902,2035.050049,2046.650024,1982.963745,6561580
2019-11-27,2052.000000,2071.699951,2046.550049,2054.300049,1990.375732,2907521
2019-11-28,2067.050049,2094.399902,2060.000000,2077.350098,2012.708496,2924429
2019-11-29,2085.000000,2085.000000,2045.800049,2053.250000,1989.358276,2064271
2019-12-02,2060.000000,2067.699951,2016.000000,2021.050049,1958.160278,3809860
2019-12-03,2027.699951,2062.000000,2010.000000,2051.000000,1987.178345,4664774
2019-12-04,2053.000000,2082.000000,2045.500000,2078.500000,2013.822388,3334301
2019-12-05,2083.000000,2126.800049,2068.350098,2121.300049,2055.290771,3902721
2019-12-06,2124.000000,2128.000000,2101.000000,2123.600098,2057.518799,1829461
2019-12-09,2127.949951,2127.949951,2053.500000,2060.449951,1996.334229,2244747
2019-12-10,2060.000000,2060.850098,2003.250000,2012.849976,1950.215332,4520045
2019-12-11,2025.400024,2048.000000,2006.750000,2041.900024,1978.361450,4943024
2019-12-12,2051.100098,2083.649902,1984.000000,2020.900024,1958.014893,7137306
2019-12-13,2023.000000,2077.399902,2007.000000,2071.250000,2006.798096,5711133
2019-12-16,2096.000000,2136.000000,2080.300049,2126.750000,2060.571045,5574177
2019-12-17,2126.500000,2169.000000,2119.000000,2164.949951,2097.582275,6059673
2019-12-18,2174.000000,2203.449951,2153.000000,2167.750000,2100.295166,8251081
2019-12-19,2179.800049,2236.500000,2167.550049,2229.050049,2159.687744,6251505
2019-12-20,2220.000000,2246.699951,2208.250000,2222.899902,2153.729004,5548338
2019-12-23,2210.000000,2241.949951,2210.000000,2231.699951,2162.255615,2247329
2019-12-24,2239.000000,2243.550049,2211.149902,2215.600098,2146.656250,1805896
2019-12-26,2216.399902,2229.000000,2195.199951,2201.949951,2133.431152,1880367
2019-12-27,2208.000000,2226.399902,2176.000000,2198.500000,2130.088379,2720261
2019-12-30,2207.000000,2225.000000,2177.100098,2183.199951,2115.264404,2288830
2019-12-31,2189.000000,2197.000000,2157.449951,2161.699951,2094.433594,1909289
2020-01-01,2168.000000,2183.899902,2154.000000,2167.600098,2100.150146,1354908
2020-01-02,2179.949951,2179.949951,2149.199951,2157.649902,2090.509766,2380752
2020-01-03,2164.000000,2223.000000,2164.000000,2200.649902,2132.171875,4655761
2020-01-06,2205.000000,2225.949951,2187.899902,2200.449951,2131.977539,3023209
2020-01-07,2200.500000,2214.649902,2183.800049,2205.850098,2137.209961,2429317
2020-01-08,2205.000000,2260.000000,2202.050049,2255.250000,2185.072754,5197454
2020-01-09,2248.750000,2251.949951,2210.000000,2214.350098,2145.445557,3734173
2020-01-10,2228.000000,2234.000000,2208.000000,2213.550049,2144.669922,1915807
2020-01-13,2217.850098,2218.949951,2184.699951,2190.350098,2122.192139,2843893
2020-01-14,2195.000000,2229.800049,2195.000000,2206.899902,2138.226807,2948452
2020-01-15,2213.000000,2231.000000,2194.199951,2226.899902,2157.604736,2620681
2020-01-16,2226.949951,2249.000000,2215.000000,2238.800049,2169.134277,3117214
2020-01-17,2240.750000,2253.550049,2213.000000,2219.100098,2150.047852,3281059
2020-01-20,2194.899902,2242.199951,2156.199951,2170.350098,2102.814697,5817599
2020-01-21,2169.949951,2186.550049,2158.050049,2171.050049,2103.492920,1902980
2020-01-22,2181.000000,2210.000000,2173.699951,2206.899902,2138.226807,1773686
2020-01-23,2209.800049,2217.750000,2183.699951,2190.949951,2127.593506,2069866
2020-01-24,2190.949951,2190.949951,2170.000000,2183.399902,2120.261963,1319430
2020-01-27,2189.699951,2193.449951,2165.000000,2169.250000,2106.521240,1549101
2020-01-28,2174.000000,2187.800049,2152.000000,2183.750000,2120.601807,1743024
2020-01-29,2185.000000,2186.949951,2150.000000,2154.600098,2092.294922,2306761
2020-01-30,2160.000000,2165.000000,2125.000000,2137.850098,2076.029297,2098567
2020-01-31,2139.399902,2144.350098,2071.600098,2079.050049,2018.929688,3287223
2020-02-03,2152.000000,2194.699951,2093.199951,2102.500000,2041.701050,4728073
2020-02-04,2129.000000,2136.699951,2086.600098,2107.750000,2046.799438,3509339
2020-02-05,2115.000000,2156.699951,2104.300049,2146.550049,2084.478027,2439322
2020-02-06,2145.000000,2174.199951,2115.500000,2128.350098,2066.803955,2640065
2020-02-07,2139.000000,2151.000000,2119.000000,2136.550049,2074.767090,2083442
2020-02-10,2140.899902,2167.000000,2119.000000,2161.949951,2099.432129,2383032
2020-02-11,2163.000000,2174.800049,2147.600098,2153.399902,2091.129395,1335820
2020-02-12,2151.100098,2185.000000,2150.000000,2170.750000,2107.978027,1620407
2020-02-13,2172.949951,2197.000000,2171.000000,2191.949951,2128.564697,1645948
2020-02-14,2188.000000,2212.000000,2171.000000,2184.199951,2121.038818,1500115
2020-02-17,2196.949951,2217.000000,2190.199951,2203.250000,2139.537842,1774724
2020-02-18,2199.949951,2221.000000,2186.050049,2215.750000,2151.676514,2486223
2020-02-19,2215.750000,2230.000000,2190.500000,2196.350098,2132.837891,1760463
2020-02-20,2204.500000,2214.399902,2151.250000,2156.800049,2094.431396,2317278
2020-02-24,2156.000000,2178.949951,2106.699951,2115.350098,2054.180420,3092877
2020-02-25,2115.500000,2176.649902,2111.000000,2156.149902,2093.800049,2674567
2020-02-26,2154.000000,2163.899902,2112.949951,2123.600098,2062.191406,2686842
2020-02-27,2119.949951,2119.949951,2086.199951,2105.500000,2044.614502,2349001
2020-02-28,2068.000000,2069.500000,1990.000000,2000.150024,1942.311279,4298076
2020-03-02,2035.000000,2053.949951,1985.699951,2001.300049,1943.427979,2667076
2020-03-03,2020.000000,2060.000000,2012.000000,2036.199951,1977.318726,2757585
2020-03-04,2056.000000,2094.449951,2025.000000,2083.199951,2022.959961,3237002
2020-03-05,2085.699951,2147.750000,2084.050049,2125.050049,2063.599365,3937056
2020-03-06,2098.000000,2123.649902,2071.600098,2116.449951,2055.248047,2595027
2020-03-09,2075.000000,2079.899902,1935.000000,1972.349976,1915.315186,4940975
2020-03-11,1933.000000,1987.300049,1920.000000,1953.699951,1897.204346,6796449
2020-03-12,1904.000000,1908.400024,1758.349976,1769.849976,1718.670776,8728786
2020-03-13,1687.900024,1820.000000,1506.050049,1806.300049,1754.066895,8029720
2020-03-16,1755.000000,1842.250000,1675.849976,1696.400024,1647.344849,7844271
2020-03-17,1730.000000,1731.000000,1623.150024,1658.000000,1610.055176,5713248
2020-03-18,1676.800049,1713.550049,1627.750000,1654.400024,1606.559448,7258778
2020-03-19,1559.699951,1685.449951,1546.750000,1636.349976,1600.641357,5135111
2020-03-20,1630.000000,1869.000000,1627.000000,1797.449951,1758.225708,8547498
2020-03-23,1620.000000,1750.000000,1617.750000,1669.699951,1633.263550,7003490
2020-03-24,1653.050049,1770.000000,1632.849976,1703.150024,1665.983643,6350865
2020-03-25,1700.000000,1810.000000,1680.000000,1750.300049,1712.104858,2765520
2020-03-26,1831.599976,1832.050049,1722.550049,1790.949951,1751.867798,4556067
2020-03-27,1820.000000,1850.000000,1750.400024,1824.500000,1784.685669,4331250
2020-03-30,1766.000000,1905.000000,1763.550049,1778.500000,1739.689453,8513547
2020-03-31,1837.400024,1855.000000,1780.000000,1826.099976,1786.250610,3927593
2020-04-01,1825.900024,1834.750000,1702.000000,1708.750000,1671.461548,4941878
2020-04-03,1740.000000,1740.000000,1650.000000,1654.199951,1618.101807,5735369
2020-04-07,1710.000000,1785.849976,1705.000000,1775.199951,1736.461304,5427577
2020-04-08,1760.000000,1806.000000,1701.000000,1705.449951,1668.233398,6285615
2020-04-09,1750.449951,1778.800049,1731.199951,1766.150024,1727.608887,5307397
2020-04-13,1761.000000,1787.000000,1746.000000,1759.250000,1720.859375,2990438
2020-04-15,1785.000000,1812.000000,1727.800049,1735.150024,1697.285400,4761399
2020-04-16,1709.949951,1764.900024,1675.050049,1716.050049,1678.602173,6245533
2020-04-17,1800.000000,1851.949951,1753.000000,1806.199951,1766.784790,9895823
2020-04-20,1830.000000,1830.000000,1802.500000,1818.650024,1778.963379,3244282
2020-04-21,1765.000000,1794.599976,1727.699951,1737.650024,1699.730835,5122541
2020-04-22,1737.650024,1790.000000,1719.150024,1769.500000,1730.885742,3829836
2020-04-23,1780.000000,1900.000000,1760.849976,1878.250000,1837.262451,5934366
2020-04-24,1840.699951,1851.949951,1807.800049,1818.550049,1778.865356,2987102
2020-04-27,1832.300049,1875.000000,1825.000000,1836.599976,1796.521362,3374741
2020-04-28,1865.000000,1868.000000,1832.599976,1859.050049,1818.481567,2678505
2020-04-29,1874.000000,1912.550049,1850.050049,1905.650024,1864.064819,4241510
2020-04-30,1980.000000,2032.000000,1942.199951,2014.449951,1970.490479,5915544
2020-05-04,1966.000000,1966.000000,1913.650024,1930.449951,1888.323364,3729348
2020-05-05,1955.099976,1977.000000,1927.000000,1932.750000,1890.573364,2905528
2020-05-06,1939.800049,1953.699951,1893.599976,1903.599976,1862.059326,3517431
2020-05-07,1910.000000,1934.449951,1883.349976,1891.650024,1850.370239,3166754
2020-05-08,1939.099976,1939.500000,1886.250000,1893.400024,1852.082031,2686530
2020-05-11,1909.000000,1951.400024,1909.000000,1935.300049,1893.067627,2449841
2020-05-12,1933.400024,1956.500000,1910.250000,1949.500000,1906.957764,3256595
2020-05-13,1994.000000,1994.000000,1925.650024,1949.650024,1907.104492,2656665
2020-05-14,1910.000000,1923.099976,1891.099976,1902.349976,1860.836548,2263146
2020-05-15,1916.000000,1917.400024,1865.199951,1892.900024,1851.592896,3173682
2020-05-18,1907.000000,1952.949951,1872.099976,1945.599976,1903.142700,3727694
2020-05-19,1903.000000,1966.449951,1903.000000,1948.650024,1906.126465,3198693
2020-05-20,1950.000000,1962.900024,1931.699951,1953.599976,1910.968262,2778505
2020-05-21,1946.000000,1998.000000,1941.150024,1991.199951,1947.747803,3400908
2020-05-22,1977.099976,2032.000000,1961.250000,2020.349976,1976.261597,3663418
2020-05-26,2015.000000,2024.000000,1925.000000,1943.000000,1900.599731,4575317
